Type of Traveler,Route Point,Airport Code,Trips,Source Row Number,Row ID,Passenger Email,Purchase Date,Travel Date,Passenger ID,Airline,Ticket Price,Route,Ticket Type,Person,Person-1,Ticket Price-1,Airport Code-1,Airport Name,Latitude,Longitude
Infrequent,Origin,DFW,4,632,7872,cmolinari@vizpainter.com,2020/9/1,2020/10/7,DB-12910,AA,64,DFW-IAD,Economy,Craig Molinari,Craig Molinari,160.75,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,IAD,4,632,7872,cmolinari@vizpainter.com,2020/9/1,2020/10/7,DB-12910,AA,64,DFW-IAD,Economy,Craig Molinari,Craig Molinari,160.75,IAD,Washington Dulles International Airport,38.94449997,-77.45580292
Casual,Origin,DFW,6,633,2644,bwallace@vizpainter.com,2020/3/1,2020/4/21,BF-11170,Delta,262,DFW-SAN,Economy,Ben Wallace,Ben Wallace,156,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SAN,6,633,2644,bwallace@vizpainter.com,2020/3/1,2020/4/21,BF-11170,Delta,262,DFW-SAN,Economy,Ben Wallace,Ben Wallace,156,SAN,San Diego International Airport,32.73360062,-117.1900024
Frequent,Origin,DFW,11,634,1119,ccheatham@vizpainter.com,2019/8/9,2019/9/8,CS-12355,AA,285,DFW-HIO,Economy,Clay Cheatham,Clay Cheatham,139.636363636,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,HIO,11,634,1119,ccheatham@vizpainter.com,2019/8/9,2019/9/8,CS-12355,AA,285,DFW-HIO,Economy,Clay Cheatham,Clay Cheatham,139.636363636,HIO,Portland Hillsboro Airport,45.540401,-122.949997
Casual,Origin,DFW,5,635,2905,jmackendrick@vizpainter.com,2020/5/13,2020/6/30,KH-16330,United,490,DFW-SLC,Business,Justin MacKendrick,Justin MacKendrick,204.6,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SLC,5,635,2905,jmackendrick@vizpainter.com,2020/5/13,2020/6/30,KH-16330,United,490,DFW-SLC,Business,Justin MacKendrick,Justin MacKendrick,204.6,SLC,Salt Lake City International Airport,40.78839874,-111.9779968
Frequent,Origin,DFW,11,636,1423,rhightower@vizpainter.com,2019/9/13,2019/9/30,RW-19540,Delta,211,DFW-SEA,Economy,Ritsa Hightower,Ritsa Hightower,212.363636364,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,SEA,11,636,1423,rhightower@vizpainter.com,2019/9/13,2019/9/30,RW-19540,Delta,211,DFW-SEA,Economy,Ritsa Hightower,Ritsa Hightower,212.363636364,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Infrequent,Origin,DFW,4,637,3978,ebarchas@vizpainter.com,2021/7/12,2021/10/7,FG-14260,United,232,DFW-BUR,Economy,Eugene Barchas,Eugene Barchas,174.25,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,BUR,4,637,3978,ebarchas@vizpainter.com,2021/7/12,2021/10/7,FG-14260,United,232,DFW-BUR,Economy,Eugene Barchas,Eugene Barchas,174.25,BUR,Bob Hope Airport,34.20069885,-118.3590012
Casual,Origin,DFW,6,638,9160,fchung@vizpainter.com,2020/7/19,2020/8/14,GH-14410,American Airlines,53,DFW-SEA,Economy,Fred Chung,Fred Chung,103.5,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SEA,6,638,9160,fchung@vizpainter.com,2020/7/19,2020/8/14,GH-14410,American Airlines,53,DFW-SEA,Economy,Fred Chung,Fred Chung,103.5,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Frequent,Origin,DFW,14,639,7572,ehildebrand@vizpainter.com,2018/10/12,2018/10/26,FH-14275,Delta,371,DFW-JFK,Economy,Eugene Hildebrand,Eugene Hildebrand,186.357142857,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,JFK,14,639,7572,ehildebrand@vizpainter.com,2018/10/12,2018/10/26,FH-14275,Delta,371,DFW-JFK,Economy,Eugene Hildebrand,Eugene Hildebrand,186.357142857,JFK,John F Kennedy International Airport,40.63980103,-73.77890015
Casual,Origin,DFW,7,640,847,agrove@vizpainter.com,2019/9/16,2019/10/17,AF-10885,American (AA),116,DFW-SAN,Economy,Alejandro Grove,Alejandro Grove,131.857142857,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SAN,7,640,847,agrove@vizpainter.com,2019/9/16,2019/10/17,AF-10885,American (AA),116,DFW-SAN,Economy,Alejandro Grove,Alejandro Grove,131.857142857,SAN,San Diego International Airport,32.73360062,-117.1900024
Casual,Origin,DFW,5,641,9913,khughes@vizpainter.com,2019/7/22,2019/10/12,KN-16390,United,504,DFW-SLC,Business,Katherine Hughes,Katherine Hughes,220.4,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SLC,5,641,9913,khughes@vizpainter.com,2019/7/22,2019/10/12,KN-16390,United,504,DFW-SLC,Business,Katherine Hughes,Katherine Hughes,220.4,SLC,Salt Lake City International Airport,40.78839874,-111.9779968
Casual,Origin,DFW,7,642,7460,knunn@vizpainter.com,2019/3/26,2019/4/18,LL-16840,United,153,DFW-BUF,Economy,Kristina Nunn,Kristina Nunn,204,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,BUF,7,642,7460,knunn@vizpainter.com,2019/3/26,2019/4/18,LL-16840,United,153,DFW-BUF,Economy,Kristina Nunn,Kristina Nunn,204,BUF,Buffalo Niagara International Airport,42.94049835,-78.73220062
Casual,Origin,DFW,9,643,597,larmstrong@vizpainter.com,2018/7/2,2018/8/15,LR-16915,United,390,DFW-SAN,Business,Laura Armstrong,Laura Armstrong,196.111111111,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SAN,9,643,597,larmstrong@vizpainter.com,2018/7/2,2018/8/15,LR-16915,United,390,DFW-SAN,Business,Laura Armstrong,Laura Armstrong,196.111111111,SAN,San Diego International Airport,32.73360062,-117.1900024
Casual,Origin,DFW,7,644,9806,aandreadi@vizpainter.com,2020/8/1,2020/10/26,AP-10720,American,423,DFW-MCO,Business,Anna Andreadi,Anna Andreadi,238.428571429,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,MCO,7,644,9806,aandreadi@vizpainter.com,2020/8/1,2020/10/26,AP-10720,American,423,DFW-MCO,Business,Anna Andreadi,Anna Andreadi,238.428571429,MCO,Orlando International Airport,28.42939949,-81.30899811
Infrequent,Origin,DFW,2,645,6042,emull@vizpainter.com,2021/8/24,2021/9/28,FA-14230,American Airlines,150,DFW-CHS,Economy,Erin Mull,Erin Mull,118.5,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,CHS,2,645,6042,emull@vizpainter.com,2021/8/24,2021/9/28,FA-14230,American Airlines,150,DFW-CHS,Economy,Erin Mull,Erin Mull,118.5,CHS,Charleston Air Force Base-International Airport,32.89860153,-80.04049683
Infrequent,Origin,DFW,4,646,8768,ajarboe@vizpainter.com,2019/10/24,2019/11/27,BB-11545,United,63,DFW-SEA,Economy,Ashley Jarboe,Ashley Jarboe,133.25,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,SEA,4,646,8768,ajarboe@vizpainter.com,2019/10/24,2019/11/27,BB-11545,United,63,DFW-SEA,Economy,Ashley Jarboe,Ashley Jarboe,133.25,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Frequent,Origin,DFW,14,647,2064,fpreis@vizpainter.com,2018/9/1,2018/11/4,GG-14650,American,114,DFW-SEA,Economy,Frank Preis,Frank Preis,159.357142857,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,SEA,14,647,2064,fpreis@vizpainter.com,2018/9/1,2018/11/4,GG-14650,American,114,DFW-SEA,Economy,Frank Preis,Frank Preis,159.357142857,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Frequent,Origin,DFW,11,648,4214,ncrebassa@vizpainter.com,2018/3/16,2018/5/9,PF-19120,United,177,DFW-COS,Economy,Nick Crebassa,Nick Crebassa,141.636363636,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,COS,11,648,4214,ncrebassa@vizpainter.com,2018/3/16,2018/5/9,PF-19120,United,177,DFW-COS,Economy,Nick Crebassa,Nick Crebassa,141.636363636,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Frequent,Origin,DFW,12,649,2538,schance@vizpainter.com,2018/12/24,2019/1/29,SV-20365,American (AA),123,DFW-SAN,Economy,Shaun Chance,Shaun Chance,184.583333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,SAN,12,649,2538,schance@vizpainter.com,2018/12/24,2019/1/29,SV-20365,American (AA),123,DFW-SAN,Economy,Shaun Chance,Shaun Chance,184.583333333,SAN,San Diego International Airport,32.73360062,-117.1900024
Extreme,Origin,DFW,17,650,1988,azypern@vizpainter.com,2019/9/28,2019/11/13,AS-10090,Delta,197,DFW-SEA,Economy,Annie Zypern,Annie Zypern,178.235294118,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Extreme,Destination,SEA,17,650,1988,azypern@vizpainter.com,2019/9/28,2019/11/13,AS-10090,Delta,197,DFW-SEA,Economy,Annie Zypern,Annie Zypern,178.235294118,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Frequent,Origin,DFW,14,651,482,tturnell@vizpainter.com,2018/9/26,2018/10/10,XP-21865,AA,183,DFW-HIO,Economy,Tonja Turnell,Tonja Turnell,174.571428571,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,HIO,14,651,482,tturnell@vizpainter.com,2018/9/26,2018/10/10,XP-21865,AA,183,DFW-HIO,Economy,Tonja Turnell,Tonja Turnell,174.571428571,HIO,Portland Hillsboro Airport,45.540401,-122.949997
Infrequent,Origin,DFW,4,652,6785,hholden@vizpainter.com,2021/6/7,2021/7/28,JC-15775,Delta,246,DFW-ELP,Business,Hilary Holden,Hilary Holden,173,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,ELP,4,652,6785,hholden@vizpainter.com,2021/6/7,2021/7/28,JC-15775,Delta,246,DFW-ELP,Business,Hilary Holden,Hilary Holden,173,ELP,El Paso International Airport,31.80719948,-106.3779984
Casual,Origin,DFW,5,653,3966,deno@vizpainter.com,2018/10/19,2018/11/17,DM-13345,United,228,DFW-CMH,Business,Deanra Eno,Deanra Eno,184,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,CMH,5,653,3966,deno@vizpainter.com,2018/10/19,2018/11/17,DM-13345,United,228,DFW-CMH,Business,Deanra Eno,Deanra Eno,184,CMH,Port Columbus International Airport,39.9980011,-82.89189911
Infrequent,Origin,DFW,2,654,8958,jcacioppo@vizpainter.com,2021/12/1,2021/12/28,JH-15430,Delta,167,DFW-CHS,Economy,Jasper Cacioppo,Jasper Cacioppo,273.5,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,CHS,2,654,8958,jcacioppo@vizpainter.com,2021/12/1,2021/12/28,JH-15430,Delta,167,DFW-CHS,Economy,Jasper Cacioppo,Jasper Cacioppo,273.5,CHS,Charleston Air Force Base-International Airport,32.89860153,-80.04049683
Infrequent,Origin,DFW,3,655,5163,ahood@vizpainter.com,2020/10/27,2020/11/23,AJ-10945,United,333,DFW-SLC,Economy,Angele Hood,Angele Hood,194.333333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,SLC,3,655,5163,ahood@vizpainter.com,2020/10/27,2020/11/23,AJ-10945,United,333,DFW-SLC,Economy,Angele Hood,Angele Hood,194.333333333,SLC,Salt Lake City International Airport,40.78839874,-111.9779968
Casual,Origin,DFW,5,656,9310,bstewart@vizpainter.com,2018/2/26,2018/3/30,CA-12265,United,164,DFW-CMH,Economy,Bruce Stewart,Bruce Stewart,184.6,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,CMH,5,656,9310,bstewart@vizpainter.com,2018/2/26,2018/3/30,CA-12265,United,164,DFW-CMH,Economy,Bruce Stewart,Bruce Stewart,184.6,CMH,Port Columbus International Airport,39.9980011,-82.89189911
Infrequent,Origin,DFW,1,657,8368,lbeltran@vizpainter.com,2018/5/13,2018/9/12,LR-17035,Delta,235,DFW-COS,Economy,Laurel Beltran,Laurel Beltran,235,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,COS,1,657,8368,lbeltran@vizpainter.com,2018/5/13,2018/9/12,LR-17035,Delta,235,DFW-COS,Economy,Laurel Beltran,Laurel Beltran,235,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Casual,Origin,DFW,10,658,1362,hredmond@vizpainter.com,2021/10/9,2021/10/24,HM-14860,United,182,DFW-COS,Economy,Hallie Redmond,Hallie Redmond,176.9,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,COS,10,658,1362,hredmond@vizpainter.com,2021/10/9,2021/10/24,HM-14860,United,182,DFW-COS,Economy,Hallie Redmond,Hallie Redmond,176.9,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Infrequent,Origin,DFW,2,659,9768,lcastell@vizpainter.com,2021/11/11,2021/12/15,LW-17215,American Airlines,107,DFW-SEA,Economy,Lindsay Castell,Lindsay Castell,203.5,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,SEA,2,659,9768,lcastell@vizpainter.com,2021/11/11,2021/12/15,LW-17215,American Airlines,107,DFW-SEA,Economy,Lindsay Castell,Lindsay Castell,203.5,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Frequent,Origin,DFW,12,660,3126,jlebron@vizpainter.com,2019/5/27,2019/6/12,JE-15610,United,400,DFW-JFK,Business,Jack Lebron,Jack Lebron,190,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,JFK,12,660,3126,jlebron@vizpainter.com,2019/5/27,2019/6/12,JE-15610,United,400,DFW-JFK,Business,Jack Lebron,Jack Lebron,190,JFK,John F Kennedy International Airport,40.63980103,-73.77890015
Casual,Origin,DFW,6,661,3237,cmeador@vizpainter.com,2020/3/15,2020/5/2,CC-12475,United,350,DFW-JFK,Business,Carlos Meador,Carlos Meador,194.5,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,JFK,6,661,3237,cmeador@vizpainter.com,2020/3/15,2020/5/2,CC-12475,United,350,DFW-JFK,Business,Carlos Meador,Carlos Meador,194.5,JFK,John F Kennedy International Airport,40.63980103,-73.77890015
Casual,Origin,DFW,8,662,7465,ltron@vizpainter.com,2020/8/8,2020/9/15,LP-17095,AA,248,DFW-COS,Business,Larry Tron,Larry Tron,206.875,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,COS,8,662,7465,ltron@vizpainter.com,2020/8/8,2020/9/15,LP-17095,AA,248,DFW-COS,Business,Larry Tron,Larry Tron,206.875,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Frequent,Origin,DFW,11,663,8934,scoram@vizpainter.com,2020/3/10,2020/3/19,SP-20545,Delta,280,DFW-MCO,Economy,Scot Coram,Scot Coram,202.181818182,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,MCO,11,663,8934,scoram@vizpainter.com,2020/3/10,2020/3/19,SP-20545,Delta,280,DFW-MCO,Economy,Scot Coram,Scot Coram,202.181818182,MCO,Orlando International Airport,28.42939949,-81.30899811
Casual,Origin,DFW,8,664,5677,nchilds@vizpainter.com,2018/3/27,2018/6/2,PJ-18835,Delta,350,DFW-HIO,Business,Noah Childs,Noah Childs,201.125,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,HIO,8,664,5677,nchilds@vizpainter.com,2018/3/27,2018/6/2,PJ-18835,Delta,350,DFW-HIO,Business,Noah Childs,Noah Childs,201.125,HIO,Portland Hillsboro Airport,45.540401,-122.949997
Frequent,Origin,DFW,12,665,2791,bdonatelli@vizpainter.com,2018/7/14,2018/9/22,BM-11650,AA,523,DFW-GRB,1st Class,Bill Donatelli,Bill Donatelli,184.5,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,GRB,12,665,2791,bdonatelli@vizpainter.com,2018/7/14,2018/9/22,BM-11650,AA,523,DFW-GRB,1st Class,Bill Donatelli,Bill Donatelli,184.5,GRB,Austin Straubel International Airport,44.48509979,-88.12960052
Casual,Origin,DFW,10,666,1601,ahane@vizpainter.com,2021/10/11,2021/11/21,AB-10150,Delta,575,DFW-MCO,1st Class,Adrian Hane,Adrian Hane,198.5,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,MCO,10,666,1601,ahane@vizpainter.com,2021/10/11,2021/11/21,AB-10150,Delta,575,DFW-MCO,1st Class,Adrian Hane,Adrian Hane,198.5,MCO,Orlando International Airport,28.42939949,-81.30899811
Frequent,Origin,DFW,11,667,4039,aratner@vizpainter.com,2018/11/2,2019/1/2,AJ-10795,United,113,DFW-COS,Economy,Anemone Ratner,Anemone Ratner,139.636363636,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,COS,11,667,4039,aratner@vizpainter.com,2018/11/2,2019/1/2,AJ-10795,United,113,DFW-COS,Economy,Anemone Ratner,Anemone Ratner,139.636363636,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Casual,Origin,DFW,7,668,4113,dwiener@vizpainter.com,2019/12/21,2020/1/1,DL-13495,American,185,DFW-CMH,Business,David Wiener,David Wiener,106.142857143,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,CMH,7,668,4113,dwiener@vizpainter.com,2019/12/21,2020/1/1,DL-13495,American,185,DFW-CMH,Business,David Wiener,David Wiener,106.142857143,CMH,Port Columbus International Airport,39.9980011,-82.89189911
Casual,Origin,DFW,7,669,2577,pmacintyre@vizpainter.com,2018/10/18,2018/11/27,RA-19885,AA,275,DFW-MEM,Business,Paul MacIntyre,Paul MacIntyre,142.571428571,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,MEM,7,669,2577,pmacintyre@vizpainter.com,2018/10/18,2018/11/27,RA-19885,AA,275,DFW-MEM,Business,Paul MacIntyre,Paul MacIntyre,142.571428571,MEM,Memphis International Airport,35.04240036,-89.97669983
Infrequent,Origin,DFW,4,670,8521,dlatchford@vizpainter.com,2021/9/28,2021/12/10,DO-13645,AA,532,DFW-SLC,1st Class,Delfina Latchford,Delfina Latchford,368.5,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,SLC,4,670,8521,dlatchford@vizpainter.com,2021/9/28,2021/12/10,DO-13645,AA,532,DFW-SLC,1st Class,Delfina Latchford,Delfina Latchford,368.5,SLC,Salt Lake City International Airport,40.78839874,-111.9779968
Frequent,Origin,DFW,13,671,3770,jsmith@vizpainter.com,2018/11/19,2018/12/20,KB-16585,Delta,230,DFW-BUR,Economy,Joy Smith,Joy Smith,164.307692308,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,BUR,13,671,3770,jsmith@vizpainter.com,2018/11/19,2018/12/20,KB-16585,Delta,230,DFW-BUR,Economy,Joy Smith,Joy Smith,164.307692308,BUR,Bob Hope Airport,34.20069885,-118.3590012
Frequent,Origin,DFW,14,672,65,kducich@vizpainter.com,2019/10/25,2019/11/30,KM-16720,American Airlines,166,DFW-COS,Business,Katherine Ducich,Katherine Ducich,178.642857143,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,COS,14,672,65,kducich@vizpainter.com,2019/10/25,2019/11/30,KM-16720,American Airlines,166,DFW-COS,Business,Katherine Ducich,Katherine Ducich,178.642857143,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Casual,Origin,DFW,10,673,9136,sperrino@vizpainter.com,2020/2/2,2020/4/17,TB-21175,AA,472,DFW-JFK,Business,Stefania Perrino,Stefania Perrino,199.5,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,JFK,10,673,9136,sperrino@vizpainter.com,2020/2/2,2020/4/17,TB-21175,AA,472,DFW-JFK,Business,Stefania Perrino,Stefania Perrino,199.5,JFK,John F Kennedy International Airport,40.63980103,-73.77890015
Casual,Origin,DFW,6,674,5983,mkennedy@vizpainter.com,2020/10/13,2020/11/28,MV-18190,Delta,125,DFW-COS,Economy,Michael Kennedy,Michael Kennedy,151.166666667,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,COS,6,674,5983,mkennedy@vizpainter.com,2020/10/13,2020/11/28,MV-18190,Delta,125,DFW-COS,Economy,Michael Kennedy,Michael Kennedy,151.166666667,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Infrequent,Origin,DFW,4,675,5842,btalbott@vizpainter.com,2019/9/4,2019/11/21,BS-11665,United,224,DFW-SAN,Economy,Bradley Talbott,Bradley Talbott,235,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,SAN,4,675,5842,btalbott@vizpainter.com,2019/9/4,2019/11/21,BS-11665,United,224,DFW-SAN,Economy,Bradley Talbott,Bradley Talbott,235,SAN,San Diego International Airport,32.73360062,-117.1900024
Casual,Origin,DFW,5,676,7484,ddickinson@vizpainter.com,2018/11/4,2018/12/17,EB-13705,United,400,DFW-SLC,Economy,Dorothy Dickinson,Dorothy Dickinson,175,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SLC,5,676,7484,ddickinson@vizpainter.com,2018/11/4,2018/12/17,EB-13705,United,400,DFW-SLC,Economy,Dorothy Dickinson,Dorothy Dickinson,175,SLC,Salt Lake City International Airport,40.78839874,-111.9779968
Casual,Origin,DFW,9,677,624,rd'ascenzo@vizpainter.com,2019/10/10,2019/12/3,SF-20965,American Airlines,149,DFW-GRB,Economy,Russell D'Ascenzo,Russell D'Ascenzo,153,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,GRB,9,677,624,rd'ascenzo@vizpainter.com,2019/10/10,2019/12/3,SF-20965,American Airlines,149,DFW-GRB,Economy,Russell D'Ascenzo,Russell D'Ascenzo,153,GRB,Austin Straubel International Airport,44.48509979,-88.12960052
